season_start,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,win_perc
2006,2,Steve Nash\nashst01,32,PHO,44,1013,1290,0.785,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225,0.744
2006,3,Kobe Bryant\bryanko01,28,LAL,2,521,1290,0.404,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13,0.199,0.512
2006,4,Tim Duncan\duncati01,30,SAS,0,286,1290,0.222,80,34.1,20,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13,0.23,0.707
2006,5,LeBron James\jamesle01,22,CLE,0,183,1290,0.142,78,40.9,27.3,6.7,6,1.6,0.7,0.476,0.319,0.698,13.7,0.206,0.61
2006,6,Tracy McGrady\mcgratr01,27,HOU,0,110,1290,0.085,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163,0.634
2006,7,Chris Bosh\boshch01,22,TOR,0,43,1290,0.033,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,0.573
2006,8,Gilbert Arenas\arenagi01,25,WAS,0,31,1290,0.024,74,39.8,28.4,4.6,6,1.9,0.2,0.418,0.351,0.844,10.8,0.177,0.5
2006,9T,Carlos Boozer\boozeca01,25,UTA,0,7,1290,0.005,74,34.6,20.9,11.7,3,0.9,0.3,0.561,0,0.685,9.9,0.185,0.622
2006,9T,Kevin Garnett\garneke01,30,MIN,0,7,1290,0.005,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,0.39
2006,11,Chauncey Billups\billuch01,30,DET,0,4,1290,0.003,70,36.2,17,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,0.646
2006,12T,Shaquille O'Neal\onealsh01,34,MIA,0,3,1290,0.002,40,28.4,17.3,7.4,2,0.2,1.4,0.591,0,0.422,2.8,0.119,0.537
2006,12T,Dwyane Wade\wadedw01,25,MIA,0,3,1290,0.002,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,0.537
2006,14,Amar'e Stoudemire\stoudam01,24,PHO,0,2,1290,0.002,82,32.8,20.4,9.6,1,1,1.3,0.575,0,0.781,11.2,0.201,0.744
2006,15T,Carmelo Anthony\anthoca01,22,DEN,0,1,1290,0.001,65,38.2,28.9,6,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14,0.549
2006,15T,Baron Davis\davisba01,27,GSW,0,1,1290,0.001,63,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139,0.512
2006,15T,Tony Parker\parketo01,24,SAS,0,1,1290,0.001,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,0.707
2005,1,Steve Nash\nashst01,31,PHO,57,924,1250,0.739,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,0.659
2005,2,LeBron James\jamesle01,21,CLE,16,688,1250,0.55,79,42.5,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,0.61
2005,3,Dirk Nowitzki\nowitdi01,27,DAL,14,544,1250,0.435,81,38.1,26.6,9,2.8,0.7,1,0.48,0.406,0.901,17.7,0.275,0.732
2005,4,Kobe Bryant\bryanko01,27,LAL,22,483,1250,0.386,80,41,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,0.549
2005,5,Chauncey Billups\billuch01,29,DET,15,430,1250,0.344,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,0.78
2005,6,Dwyane Wade\wadedw01,24,MIA,0,87,1250,0.07,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,0.634
2005,7,Elton Brand\brandel01,26,LAC,1,50,1250,0.04,79,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229,0.573
2005,8,Tim Duncan\duncati01,29,SAS,0,33,1250,0.026,80,34.8,18.6,11,3.2,0.9,2,0.484,0.4,0.629,10.8,0.187,0.768
2005,9,Tony Parker\parketo01,23,SAS,0,9,1250,0.007,80,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169,0.768
2005,10T,Allen Iverson\iversal01,30,PHI,0,1,1250,0.001,72,43.1,33,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,0.463
2005,10T,Shawn Marion\mariosh01,27,PHO,0,1,1250,0.001,81,40.3,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,14.6,0.214,0.659
2004,1,Steve Nash\nashst01,30,PHO,65,1066,1270,0.839,75,34.3,15.5,3.3,11.5,1,0.1,0.502,0.431,0.887,10.9,0.203,0.756
2004,2,Shaquille O'Neal\onealsh01,32,MIA,58,1032,1270,0.813,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,0,0.461,11,0.211,0.72
2004,3,Dirk Nowitzki\nowitdi01,26,DAL,0,349,1270,0.275,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248,0.707
2004,4,Tim Duncan\duncati01,28,SAS,1,328,1270,0.258,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,0.72
2004,5,Allen Iverson\iversal01,29,PHI,2,240,1270,0.189,75,42.3,30.7,4,7.9,2.4,0.1,0.424,0.308,0.835,9,0.136,0.524
2004,6,LeBron James\jamesle01,20,CLE,0,93,1270,0.073,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203,0.512
2004,7,Tracy McGrady\mcgratr01,25,HOU,0,44,1270,0.035,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12,0.18,0.622
2004,8,Dwyane Wade\wadedw01,23,MIA,0,43,1270,0.034,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11,0.177,0.72
2004,9T,Amar'e Stoudemire\stoudam01,22,PHO,1,41,1270,0.032,80,36.1,26,8.9,1.6,1,1.6,0.559,0.188,0.733,14.6,0.243,0.756
2004,9T,Ray Allen\allenra02,29,SEA,0,41,1270,0.032,78,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168,0.634
2004,11,Kevin Garnett\garneke01,28,MIN,0,15,1270,0.012,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,0.537
2004,12,Gilbert Arenas\arenagi01,23,WAS,0,4,1270,0.003,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,0.549
2004,13,Vince Carter\cartevi01,28,NJN,0,3,1270,0.002,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,0.512
2004,14T,P.J. Brown\brownpj01,35,NOH,0,1,1270,0.001,82,34.4,10.8,9,2.2,0.9,0.6,0.446,0,0.864,6.9,0.118,0.22
2004,14T,Marcus Camby\cambyma01,30,DEN,0,1,1270,0.001,66,30.5,10.3,10,2.3,0.9,3,0.465,0,0.723,5.8,0.138,0.598
2004,14T,Shawn Marion\mariosh01,26,PHO,0,1,1270,0.001,81,38.8,19.4,11.3,1.9,2,1.5,0.476,0.334,0.833,12.5,0.191,0.756
2003,1,Kevin Garnett\garneke01,27,MIN,120,1219,1230,0.991,82,39.4,24.2,13.9,5,1.5,2.2,0.499,0.256,0.791,18.3,0.272,0.707
2003,2,Tim Duncan\duncati01,27,SAS,0,716,1230,0.582,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,0.695
2003,3,Jermaine O'Neal\onealje01,25,IND,2,523,1230,0.425,78,35.7,20.1,10,2.1,0.8,2.6,0.434,0.111,0.757,9,0.155,0.744
2003,4,Peja Stojaković\stojape01,26,SAC,1,281,1230,0.228,81,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198,0.671
2003,5,Kobe Bryant\bryanko01,25,LAL,0,212,1230,0.172,65,37.6,24,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,0.683
2003,6,Shaquille O'Neal\onealsh01,31,LAL,0,178,1230,0.145,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,0,0.49,9.9,0.192,0.683
2003,7,Ben Wallace\wallabe01,29,DET,0,24,1230,0.02,81,37.7,9.5,12.4,1.7,1.8,3,0.421,0.125,0.49,10.2,0.16,0.659
2003,8,Jason Kidd\kiddja01,30,NJN,0,17,1230,0.014,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141,0.573
2003,9,LeBron James\jamesle01,19,CLE,0,11,1230,0.009,79,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078,0.427
2003,10T,Sam Cassell\cassesa01,34,MIN,0,4,1230,0.003,81,35,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205,0.707
2003,10T,Baron Davis\davisba01,24,NOH,0,4,1230,0.003,67,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133,0.5
2003,10T,Dirk Nowitzki\nowitdi01,25,DAL,0,4,1230,0.003,77,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19,0.634
2003,13,Andrei Kirilenko\kirilan01,22,UTA,0,2,1230,0.002,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,0.512
2003,14T,Carmelo Anthony\anthoca01,19,DEN,0,1,1230,0.001,82,36.5,21,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098,0.524
2003,14T,Yao Ming\mingya01,23,HOU,0,1,1230,0.001,82,32.8,17.5,9,1.5,0.3,1.9,0.522,0,0.809,11.4,0.202,0.549
2003,14T,Michael Redd\reddmi01,24,MIL,0,1,1230,0.001,82,36.8,21.7,5,2.3,1,0.1,0.44,0.35,0.868,9.7,0.154,0.5
2002,1,Tim Duncan\duncati01,26,SAS,60,962,1190,0.808,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,0.732
2002,2,Kevin Garnett\garneke01,26,MIN,43,871,1190,0.732,82,40.5,23,13.4,6,1.4,1.6,0.502,0.282,0.751,15.6,0.225,0.622
2002,3,Kobe Bryant\bryanko01,24,LAL,8,496,1190,0.417,82,41.5,30,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,0.61
2002,4,Tracy McGrady\mcgratr01,23,ORL,4,427,1190,0.359,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,0.512
2002,5,Shaquille O'Neal\onealsh01,30,LAL,3,126,1190,0.106,67,37.8,27.5,11.1,3.1,0.6,2.4,0.574,0,0.622,13.2,0.25,0.61
2002,6,Allen Iverson\iversal01,27,PHI,0,83,1190,0.07,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,0.585
2002,7,Dirk Nowitzki\nowitdi01,24,DAL,0,43,1190,0.036,80,39,25.1,9.9,3,1.4,1,0.463,0.379,0.881,16.1,0.249,0.732
2002,8,Ben Wallace\wallabe01,28,DET,1,33,1190,0.028,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,0.61
2002,9,Jason Kidd\kiddja01,29,NJN,0,31,1190,0.026,80,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182,0.598
2002,10,Chris Webber\webbech01,29,SAC,0,19,1190,0.016,67,39.1,23,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,0.72
2002,11T,Jamal Mashburn\mashbja01,30,NOH,0,1,1190,0.001,82,40.5,21.6,6.1,5.6,1,0.2,0.422,0.389,0.848,9,0.13,0.573
2002,11T,Steve Nash\nashst01,28,DAL,0,1,1190,0.001,82,33.1,17.7,2.9,7.3,1,0.1,0.465,0.413,0.909,11.6,0.206,0.732
2002,11T,Paul Pierce\piercpa01,25,BOS,0,1,1190,0.001,79,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157,0.537
2001,1,Tim Duncan\duncati01,25,SAS,57,954,1260,0.757,82,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,0.707
2001,2,Jason Kidd\kiddja01,28,NJN,45,897,1260,0.712,82,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,0.634
2001,3,Shaquille O'Neal\onealsh01,29,LAL,15,696,1260,0.552,67,36.1,27.2,10.7,3,0.6,2,0.579,0,0.555,13.2,0.262,0.707
2001,4,Tracy McGrady\mcgratr01,22,ORL,7,390,1260,0.31,76,38.3,25.6,7.9,5.3,1.6,1,0.451,0.364,0.748,11.5,0.189,0.537
2001,5,Kobe Bryant\bryanko01,23,LAL,1,98,1260,0.078,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,0.707
2001,6,Gary Payton\paytoga01,33,SEA,1,54,1260,0.043,82,40.3,22.1,4.8,9,1.6,0.3,0.467,0.314,0.797,12.6,0.183,0.549
2001,7,Chris Webber\webbech01,28,SAC,0,37,1260,0.029,54,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2,0.744
2001,8,Dirk Nowitzki\nowitdi01,23,DAL,0,31,1260,0.025,76,38,23.4,9.9,2.4,1.1,1,0.477,0.397,0.853,13.4,0.222,0.695
2001,9,Allen Iverson\iversal01,26,PHI,0,29,1260,0.023,60,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126,0.524
2001,10,Ben Wallace\wallabe01,27,DET,0,24,1260,0.019,80,36.5,7.6,13,1.4,1.7,3.5,0.531,0,0.423,11.6,0.19,0.61
2001,11,Paul Pierce\piercpa01,24,BOS,0,22,1260,0.017,82,40.3,26.1,6.9,3.2,1.9,1,0.442,0.404,0.809,12.9,0.187,0.598
2001,12,Kevin Garnett\garneke01,25,MIN,0,17,1260,0.013,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,0.61
2001,13,Michael Jordan\jordami01,38,WAS,0,16,1260,0.013,60,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075,0.451
2001,14,Steve Nash\nashst01,27,DAL,0,5,1260,0.004,82,34.6,17.9,3.1,7.7,0.6,0,0.483,0.455,0.887,9.9,0.167,0.695
2001,15,Jerry Stackhouse\stackje01,27,DET,0,3,1260,0.002,76,35.3,21.4,4.1,5.3,1,0.5,0.397,0.287,0.858,5.8,0.104,0.61
2001,16T,Mike Bibby\bibbymi01,23,SAC,0,1,1260,0.001,80,33.2,13.7,2.8,5,1.1,0.2,0.453,0.37,0.803,6.3,0.113,0.744
2001,16T,Elton Brand\brandel01,22,LAC,0,1,1260,0.001,80,37.8,18.2,11.6,2.4,1,2,0.527,0,0.742,13.6,0.216,0.476
2001,16T,Peja Stojaković\stojape01,24,SAC,0,1,1260,0.001,71,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179,0.744
2000,1,Allen Iverson\iversal01,25,PHI,93,1121,1240,0.904,71,42,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,0.683
2000,2,Tim Duncan\duncati01,24,SAS,18,706,1240,0.569,82,38.7,22.2,12.2,3,0.9,2.3,0.499,0.259,0.618,13.2,0.2,0.707
2000,3,Shaquille O'Neal\onealsh01,28,LAL,7,578,1240,0.466,74,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0,0.513,14.9,0.245,0.683
2000,4,Chris Webber\webbech01,27,SAC,5,521,1240,0.42,70,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11,0.186,0.671
2000,5,Kevin Garnett\garneke01,24,MIN,1,151,1240,0.122,81,39.5,22,11.4,5,1.4,1.8,0.477,0.288,0.764,11.8,0.176,0.573
2000,6,Tracy McGrady\mcgratr01,21,ORL,0,64,1240,0.052,77,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,0.524
2000,7,Karl Malone\malonka01,37,UTA,0,21,1240,0.017,81,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217,0.646
2000,8,Jason Kidd\kiddja01,27,PHO,0,18,1240,0.015,77,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15,0.622
2000,9,Kobe Bryant\bryanko01,22,LAL,0,11,1240,0.009,68,40.9,28.5,5.9,5,1.7,0.6,0.464,0.305,0.853,11.3,0.196,0.683
2000,10,David Robinson\robinda01,35,SAS,0,8,1240,0.006,80,29.6,14.4,8.6,1.5,1,2.5,0.486,0,0.747,12.1,0.246,0.707
2000,11T,Ray Allen\allenra02,25,MIL,0,7,1240,0.006,82,38.2,22,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211,0.634
2000,11T,Vince Carter\cartevi01,24,TOR,0,7,1240,0.006,75,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208,0.573
2000,13,Paul Pierce\piercpa01,23,BOS,0,5,1240,0.004,82,38,25.3,6.4,3.1,1.7,0.8,0.454,0.383,0.745,10.4,0.16,0.439
2000,14,Jerry Stackhouse\stackje01,26,DET,0,3,1240,0.002,80,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,0.137,0.39
2000,15T,Michael Finley\finlemi01,27,DAL,0,1,1240,0.001,82,42,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119,0.646
2000,15T,Anthony Mason\masonan01,34,MIA,0,1,1240,0.001,80,40.7,16.1,9.6,3.1,1,0.3,0.482,0,0.781,11.6,0.171,0.61
2000,15T,John Stockton\stockjo01,38,UTA,0,1,1240,0.001,82,29.2,11.5,2.8,8.7,1.6,0.3,0.504,0.462,0.817,10.8,0.216,0.646
1999,1,Shaquille O'Neal\onealsh01,27,LAL,120,1207,1210,0.998,79,40,29.7,13.6,3.8,0.5,3,0.574,0,0.524,18.6,0.283,0.817
1999,2,Kevin Garnett\garneke01,23,MIN,0,408,1210,0.337,81,40,22.9,11.8,5,1.5,1.6,0.497,0.37,0.765,11.6,0.172,0.61
1999,3,Alonzo Mourning\mournal01,29,MIA,0,367,1210,0.303,79,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0,0.711,12.9,0.226,0.634
1999,4,Karl Malone\malonka01,36,UTA,0,312,1210,0.258,82,35.9,25.5,9.5,3.7,1,0.9,0.509,0.25,0.797,15.3,0.249,0.671
1999,5,Tim Duncan\duncati01,23,SAS,0,248,1210,0.205,74,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13,0.218,0.646
1999,6,Gary Payton\paytoga01,31,SEA,0,180,1210,0.149,82,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195,0.549
1999,7,Allen Iverson\iversal01,24,PHI,1,132,1210,0.109,70,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116,0.598
1999,8,Grant Hill\hillgr01,27,DET,0,113,1210,0.093,74,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,0.185,0.512
1999,9,Chris Webber\webbech01,26,SAC,0,96,1210,0.079,75,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,0.179,0.537
1999,10,Vince Carter\cartevi01,23,TOR,0,51,1210,0.042,82,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,0.182,0.549
1999,11,Jason Kidd\kiddja01,26,PHO,0,25,1210,0.021,67,39,14.3,7.2,10.1,2,0.4,0.409,0.337,0.829,8.5,0.156,0.646
1999,12,Kobe Bryant\bryanko01,21,LAL,0,3,1210,0.002,66,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202,0.817
1999,13T,Darrell Armstrong\armstda01,31,ORL,0,1,1210,0.001,82,31.6,16.2,3.3,6.1,2.1,0.1,0.433,0.34,0.911,8,0.149,0.5
1999,13T,Michael Finley\finlemi01,26,DAL,0,1,1210,0.001,82,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,0.114,0.488
1999,13T,Reggie Miller\millere01,34,IND,0,1,1210,0.001,81,36.9,18.1,3,2.3,1,0.3,0.448,0.408,0.919,10.1,0.162,0.683
1999,13T,Jalen Rose\roseja01,27,IND,0,1,1210,0.001,80,37.2,18.2,4.8,4,1.1,0.6,0.471,0.393,0.827,7.3,0.118,0.683
1998,1,Karl Malone\malonka01,35,UTA,44,827,1180,0.701,49,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0,0.788,9.6,0.252,0.74
1998,2,Alonzo Mourning\mournal01,28,MIA,36,773,1180,0.655,46,38.1,20.1,11,1.6,0.7,3.9,0.511,0,0.652,7.9,0.216,0.66
1998,3,Tim Duncan\duncati01,22,SAS,30,740,1180,0.627,50,39.3,21.7,11.4,2.4,0.9,2.5,0.495,0.143,0.69,8.7,0.213,0.74
1998,4,Allen Iverson\iversal01,23,PHI,5,319,1180,0.27,48,41.5,26.8,4.9,4.6,2.3,0.1,0.412,0.291,0.751,7.2,0.173,0.56
1998,5,Jason Kidd\kiddja01,25,PHO,2,159,1180,0.135,50,41.2,16.9,6.8,10.8,2.3,0.4,0.444,0.366,0.757,8.1,0.188,0.54
1998,6,Shaquille O'Neal\onealsh01,26,LAL,1,89,1180,0.075,49,34.8,26.3,10.7,2.3,0.7,1.7,0.576,0,0.54,9,0.255,0.62
1998,7,Chris Webber\webbech01,25,SAC,0,51,1180,0.043,42,40.9,20,13,4.1,1.4,2.1,0.486,0.118,0.454,3.6,0.102,0.54
1998,8,Grant Hill\hillgr01,26,DET,0,39,1180,0.033,50,37,21.1,7.1,6,1.6,0.5,0.479,0,0.752,7.3,0.189,0.58
1998,9,Gary Payton\paytoga01,30,SEA,0,35,1180,0.03,50,40.2,21.7,4.9,8.7,2.2,0.2,0.434,0.295,0.721,7.2,0.172,0.5
1998,10,Kevin Garnett\garneke01,22,MIN,0,9,1180,0.008,47,37.9,20.8,10.4,4.3,1.7,1.8,0.46,0.286,0.704,5.4,0.146,0.5
1998,11,Shawn Kemp\kempsh01,29,CLE,0,7,1180,0.006,42,35.1,20.5,9.2,2.4,1.1,1.1,0.482,0.5,0.789,6.3,0.205,0.44
1998,12,David Robinson\robinda01,33,SAS,0,6,1180,0.005,49,31.7,15.8,10,2.1,1.4,2.4,0.509,0,0.658,8.4,0.261,0.74
1998,13T,Hakeem Olajuwon\olajuha01,36,HOU,0,3,1180,0.003,50,35.7,18.9,9.6,1.8,1.6,2.5,0.514,0.308,0.717,6.5,0.175,0.62
1998,13T,Arvydas Sabonis\sabonar01,34,POR,0,3,1180,0.003,50,27,12.1,7.9,2.4,0.7,1.3,0.485,0.292,0.771,5.8,0.207,0.7
1998,15,Darrell Armstrong\armstda01,30,ORL,0,2,1180,0.002,50,30,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205,0.66
1998,16T,Vince Carter\cartevi01,22,TOR,0,1,1180,0.001,50,35.2,18.3,5.7,3,1.1,1.5,0.45,0.288,0.761,5,0.136,0.46
1998,16T,Anfernee Hardaway\hardaan01,27,ORL,0,1,1180,0.001,50,38.9,15.8,5.7,5.3,2.2,0.5,0.42,0.286,0.706,5,0.122,0.66
1998,16T,Mark Jackson\jacksma01,33,IND,0,1,1180,0.001,49,28.2,7.6,3.8,7.9,0.9,0.1,0.419,0.311,0.823,3.8,0.134,0.66
1998,16T,Glenn Robinson\robingl01,26,MIL,0,1,1180,0.001,47,33.6,18.4,5.9,2.1,1,0.9,0.459,0.392,0.87,4,0.122,0.56
1998,16T,Steve Smith\smithst01,29,ATL,0,1,1180,0.001,36,36.5,18.7,4.2,3.3,1,0.3,0.402,0.338,0.849,4.4,0.162,0.62
1998,16T,Rasheed Wallace\wallara01,24,POR,0,1,1180,0.001,49,28.9,12.8,4.9,1.2,1,1.1,0.508,0.419,0.732,5,0.169,0.7
1997,1,Michael Jordan\jordami01,34,CHI,92,1084,1160,0.934,82,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238,0.756
1997,2,Karl Malone\malonka01,34,UTA,20,842,1160,0.726,81,37.4,27,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,0.259,0.756
1997,3,Gary Payton\paytoga01,29,SEA,3,431,1160,0.372,82,38.4,19.2,4.6,8.3,2.3,0.2,0.453,0.338,0.744,12.5,0.19,0.744
1997,4,Shaquille O'Neal\onealsh01,25,LAL,1,311,1160,0.268,60,36.3,28.3,11.4,2.4,0.7,2.4,0.584,0,0.527,10.2,0.224,0.744
1997,5,Tim Duncan\duncati01,21,SAS,0,148,1160,0.128,82,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0,0.662,12.8,0.192,0.683
1997,6,Tim Hardaway\hardati01,31,MIA,0,71,1160,0.061,81,37.4,18.9,3.7,8.3,1.7,0.2,0.431,0.351,0.781,11.7,0.185,0.671
1997,7,David Robinson\robinda01,32,SAS,0,36,1160,0.031,73,33.7,21.6,10.6,2.7,0.9,2.6,0.511,0.25,0.735,13.8,0.269,0.683
1997,8,Vin Baker\bakervi01,26,SEA,0,24,1160,0.021,82,35.9,19.2,8,1.9,1.1,1,0.542,0.143,0.591,10.4,0.169,0.744
1997,9,Grant Hill\hillgr01,25,DET,0,23,1160,0.02,81,40.7,21.1,7.7,6.8,1.8,0.7,0.452,0.143,0.74,10.2,0.149,0.451
1997,10,Scottie Pippen\pippesc01,32,CHI,0,14,1160,0.012,44,37.5,19.1,5.2,5.8,1.8,1,0.447,0.318,0.777,6.6,0.193,0.756
1997,11,Glen Rice\ricegl01,30,CHH,0,7,1160,0.006,82,40.2,22.3,4.3,2.2,0.9,0.3,0.457,0.433,0.849,9.3,0.136,0.622
1997,12,Antoine Walker\walkean02,21,BOS,0,6,1160,0.005,82,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,0.07,0.439
1997,13T,Jason Kidd\kiddja01,24,PHO,0,5,1160,0.004,82,38,11.6,6.2,9.1,2,0.3,0.416,0.313,0.799,8,0.123,0.683
1997,13T,John Stockton\stockjo01,35,UTA,0,5,1160,0.004,64,29,12,2.6,8.5,1.4,0.2,0.528,0.429,0.827,8,0.206,0.756
1997,15,Mitch Richmond\richmmi01,32,SAC,0,3,1160,0.003,70,36.7,23.2,3.3,4,1.3,0.2,0.445,0.389,0.864,7.9,0.148,0.329
1997,16T,Reggie Miller\millere01,32,IND,0,2,1160,0.002,81,34.5,19.5,2.9,2.1,1,0.1,0.477,0.429,0.868,12,0.206,0.707
1997,16T,Rik Smits\smitsri01,31,IND,0,2,1160,0.002,73,28.6,16.7,6.9,1.4,0.5,1.2,0.495,0,0.783,6.1,0.141,0.707
1997,18T,Michael Finley\finlemi01,24,DAL,0,1,1160,0.001,82,41.4,21.5,5.3,4.9,1.6,0.4,0.449,0.357,0.784,7.5,0.106,0.244
1997,18T,Rod Strickland\stricro02,31,WAS,0,1,1160,0.001,76,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,0.129,0.512
1996,1,Karl Malone\malonka01,33,UTA,63,986,1150,0.857,82,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0,0.755,16.7,0.268,0.78
